stk.v.10.0
BEGIN IntervalList
"2019/01/14 18:29:42.600" "2019/01/14 18:29:42.800"
"2019/01/14 18:29:54.600" "2019/01/14 18:29:54.800"
"2019/01/14 18:30:06.600" "2019/01/14 18:30:06.800"
"2019/01/14 18:30:18.600" "2019/01/14 18:30:18.800"
"2019/01/14 18:31:00.000" "2019/01/14 18:31:00.200"
"2019/01/14 18:31:12.000" "2019/01/14 18:31:12.200"
"2019/01/14 18:31:24.000" "2019/01/14 18:31:24.200"
"2019/01/14 18:31:36.000" "2019/01/14 18:31:36.200"
"2019/01/14 18:31:48.000" "2019/01/14 18:31:48.200"
"2019/01/14 18:32:00.000" "2019/01/14 18:32:00.200"
"2019/01/14 18:32:12.000" "2019/01/14 18:32:12.200"
"2019/01/14 18:32:24.000" "2019/01/14 18:32:24.200"
"2019/01/14 18:32:36.000" "2019/01/14 18:32:36.200"
"2019/01/14 18:32:48.000" "2019/01/14 18:32:48.200"
"2019/01/14 18:33:00.000" "2019/01/14 18:33:00.200"
"2019/01/14 18:33:12.000" "2019/01/14 18:33:12.200"
"2019/01/14 18:33:24.000" "2019/01/14 18:33:24.200"
"2019/01/14 18:38:22.600" "2019/01/14 18:38:22.800"
"2019/01/14 18:38:34.600" "2019/01/14 18:38:34.800"
"2019/01/14 18:38:46.600" "2019/01/14 18:38:46.800"
"2019/01/14 18:38:58.600" "2019/01/14 18:38:58.800"
"2019/01/14 18:39:10.600" "2019/01/14 18:39:10.800"
"2019/01/14 18:39:22.600" "2019/01/14 18:39:22.800"
"2019/01/14 18:39:34.600" "2019/01/14 18:39:34.800"
"2019/01/14 18:39:46.600" "2019/01/14 18:39:46.800"
"2019/01/14 18:39:58.600" "2019/01/14 18:39:58.800"
"2019/01/14 18:40:10.600" "2019/01/14 18:40:10.800"
"2019/01/14 18:40:22.600" "2019/01/14 18:40:22.800"
"2019/01/14 18:40:34.600" "2019/01/14 18:40:34.800"
"2019/01/14 18:40:46.600" "2019/01/14 18:40:46.800"
"2019/01/14 18:41:28.000" "2019/01/14 18:41:28.200"
"2019/01/14 18:41:40.000" "2019/01/14 18:41:40.200"
"2019/01/14 18:41:52.000" "2019/01/14 18:41:52.200"
"2019/01/14 18:42:04.000" "2019/01/14 18:42:04.200"
"2019/01/14 18:42:16.000" "2019/01/14 18:42:16.200"
"2019/01/14 18:42:28.000" "2019/01/14 18:42:28.200"
"2019/01/14 18:42:40.000" "2019/01/14 18:42:40.200"
"2019/01/14 18:42:52.000" "2019/01/14 18:42:52.200"
"2019/01/14 18:43:04.000" "2019/01/14 18:43:04.200"
"2019/01/14 18:43:16.000" "2019/01/14 18:43:16.200"
"2019/01/14 18:43:28.000" "2019/01/14 18:43:28.200"
"2019/01/14 18:43:40.000" "2019/01/14 18:43:40.200"
"2019/01/14 18:43:52.000" "2019/01/14 18:43:52.200"
"2019/01/14 18:48:50.600" "2019/01/14 18:48:50.800"
"2019/01/14 18:49:02.600" "2019/01/14 18:49:02.800"
"2019/01/14 18:49:14.600" "2019/01/14 18:49:14.800"
"2019/01/14 18:49:26.600" "2019/01/14 18:49:26.800"
"2019/01/14 18:49:38.600" "2019/01/14 18:49:38.800"
"2019/01/14 18:49:50.600" "2019/01/14 18:49:50.800"
"2019/01/14 18:50:02.600" "2019/01/14 18:50:02.800"
"2019/01/14 18:50:14.600" "2019/01/14 18:50:14.800"
"2019/01/14 18:50:26.600" "2019/01/14 18:50:26.800"
"2019/01/14 18:50:38.600" "2019/01/14 18:50:38.800"
"2019/01/14 18:50:50.600" "2019/01/14 18:50:50.800"
"2019/01/14 18:51:02.600" "2019/01/14 18:51:02.800"
"2019/01/14 18:51:14.600" "2019/01/14 18:51:14.800"
"2019/01/14 18:51:57.000" "2019/01/14 18:51:57.200"
"2019/01/14 18:52:09.000" "2019/01/14 18:52:09.200"
"2019/01/14 18:52:21.000" "2019/01/14 18:52:21.200"
"2019/01/14 18:52:33.000" "2019/01/14 18:52:33.200"
"2019/01/14 18:52:45.000" "2019/01/14 18:52:45.200"
"2019/01/14 18:52:57.000" "2019/01/14 18:52:57.200"
"2019/01/14 18:53:09.000" "2019/01/14 18:53:09.200"
"2019/01/14 18:53:21.000" "2019/01/14 18:53:21.200"
"2019/01/14 18:53:33.000" "2019/01/14 18:53:33.200"
"2019/01/14 18:53:45.000" "2019/01/14 18:53:45.200"
"2019/01/14 18:53:57.000" "2019/01/14 18:53:57.200"
"2019/01/14 18:54:09.000" "2019/01/14 18:54:09.200"
"2019/01/14 18:54:21.000" "2019/01/14 18:54:21.200"
"2019/01/14 18:59:19.600" "2019/01/14 18:59:19.800"
"2019/01/14 18:59:31.600" "2019/01/14 18:59:31.800"
"2019/01/14 18:59:43.600" "2019/01/14 18:59:43.800"
"2019/01/14 18:59:55.600" "2019/01/14 18:59:55.800"
"2019/01/14 19:00:07.600" "2019/01/14 19:00:07.800"
"2019/01/14 19:00:19.600" "2019/01/14 19:00:19.800"
"2019/01/14 19:00:31.600" "2019/01/14 19:00:31.800"
"2019/01/14 19:00:43.600" "2019/01/14 19:00:43.800"
"2019/01/14 19:00:55.600" "2019/01/14 19:00:55.800"
"2019/01/14 19:01:07.600" "2019/01/14 19:01:07.800"
"2019/01/14 19:01:19.600" "2019/01/14 19:01:19.800"
"2019/01/14 19:01:31.600" "2019/01/14 19:01:31.800"
"2019/01/14 19:01:43.600" "2019/01/14 19:01:43.800"
"2019/01/14 19:02:26.000" "2019/01/14 19:02:26.200"
"2019/01/14 19:02:38.000" "2019/01/14 19:02:38.200"
"2019/01/14 19:02:50.000" "2019/01/14 19:02:50.200"
"2019/01/14 19:03:02.000" "2019/01/14 19:03:02.200"
"2019/01/14 19:03:14.000" "2019/01/14 19:03:14.200"
"2019/01/14 19:03:26.000" "2019/01/14 19:03:26.200"
"2019/01/14 19:03:38.000" "2019/01/14 19:03:38.200"
"2019/01/14 19:03:50.000" "2019/01/14 19:03:50.200"
"2019/01/14 19:04:02.000" "2019/01/14 19:04:02.200"
"2019/01/14 19:04:14.000" "2019/01/14 19:04:14.200"
"2019/01/14 19:04:26.000" "2019/01/14 19:04:26.200"
"2019/01/14 19:04:38.000" "2019/01/14 19:04:38.200"
"2019/01/14 19:04:50.000" "2019/01/14 19:04:50.200"
"2019/01/14 19:09:48.600" "2019/01/14 19:09:48.800"
"2019/01/14 19:10:00.600" "2019/01/14 19:10:00.800"
"2019/01/14 19:10:12.600" "2019/01/14 19:10:12.800"
"2019/01/14 19:10:24.600" "2019/01/14 19:10:24.800"
"2019/01/14 19:10:36.600" "2019/01/14 19:10:36.800"
"2019/01/14 19:10:48.600" "2019/01/14 19:10:48.800"
"2019/01/14 19:11:00.600" "2019/01/14 19:11:00.800"
"2019/01/14 19:11:12.600" "2019/01/14 19:11:12.800"
"2019/01/14 19:11:24.600" "2019/01/14 19:11:24.800"
"2019/01/14 19:11:36.600" "2019/01/14 19:11:36.800"
"2019/01/14 19:11:48.600" "2019/01/14 19:11:48.800"
"2019/01/14 19:12:00.600" "2019/01/14 19:12:00.800"
"2019/01/14 19:12:12.600" "2019/01/14 19:12:12.800"
"2019/01/14 19:12:55.000" "2019/01/14 19:12:55.200"
"2019/01/14 19:13:07.000" "2019/01/14 19:13:07.200"
"2019/01/14 19:13:19.000" "2019/01/14 19:13:19.200"
"2019/01/14 19:13:31.000" "2019/01/14 19:13:31.200"
"2019/01/14 19:13:43.000" "2019/01/14 19:13:43.200"
"2019/01/14 19:13:55.000" "2019/01/14 19:13:55.200"
"2019/01/14 19:14:07.000" "2019/01/14 19:14:07.200"
"2019/01/14 19:14:19.000" "2019/01/14 19:14:19.200"
"2019/01/14 19:14:31.000" "2019/01/14 19:14:31.200"
"2019/01/14 19:14:43.000" "2019/01/14 19:14:43.200"
"2019/01/14 19:14:55.000" "2019/01/14 19:14:55.200"
"2019/01/14 19:15:07.000" "2019/01/14 19:15:07.200"
"2019/01/14 19:15:19.000" "2019/01/14 19:15:19.200"
"2019/01/14 19:20:18.600" "2019/01/14 19:20:18.800"
"2019/01/14 19:20:30.600" "2019/01/14 19:20:30.800"
"2019/01/14 19:20:42.600" "2019/01/14 19:20:42.800"
"2019/01/14 19:20:54.600" "2019/01/14 19:20:54.800"
"2019/01/14 19:21:06.600" "2019/01/14 19:21:06.800"
"2019/01/14 19:21:18.600" "2019/01/14 19:21:18.800"
"2019/01/14 19:21:30.600" "2019/01/14 19:21:30.800"
"2019/01/14 19:21:42.600" "2019/01/14 19:21:42.800"
"2019/01/14 19:21:54.600" "2019/01/14 19:21:54.800"
"2019/01/14 19:22:06.600" "2019/01/14 19:22:06.800"
"2019/01/14 19:22:18.600" "2019/01/14 19:22:18.800"
"2019/01/14 19:22:30.600" "2019/01/14 19:22:30.800"
"2019/01/14 19:22:42.600" "2019/01/14 19:22:42.800"
"2019/01/14 19:23:25.000" "2019/01/14 19:23:25.200"
"2019/01/14 19:23:37.000" "2019/01/14 19:23:37.200"
"2019/01/14 19:23:49.000" "2019/01/14 19:23:49.200"
"2019/01/14 19:24:01.000" "2019/01/14 19:24:01.200"
"2019/01/14 19:24:13.000" "2019/01/14 19:24:13.200"
"2019/01/14 19:24:25.000" "2019/01/14 19:24:25.200"
"2019/01/14 19:24:37.000" "2019/01/14 19:24:37.200"
"2019/01/14 19:24:49.000" "2019/01/14 19:24:49.200"
"2019/01/14 19:25:01.000" "2019/01/14 19:25:01.200"
"2019/01/14 19:25:13.000" "2019/01/14 19:25:13.200"
"2019/01/14 19:25:25.000" "2019/01/14 19:25:25.200"
"2019/01/14 19:25:37.000" "2019/01/14 19:25:37.200"
"2019/01/14 19:25:49.000" "2019/01/14 19:25:49.200"
"2019/01/14 19:30:48.600" "2019/01/14 19:30:48.800"
"2019/01/14 19:31:00.600" "2019/01/14 19:31:00.800"
"2019/01/14 19:31:12.600" "2019/01/14 19:31:12.800"
"2019/01/14 19:31:24.600" "2019/01/14 19:31:24.800"
"2019/01/14 19:31:36.600" "2019/01/14 19:31:36.800"
"2019/01/14 19:31:48.600" "2019/01/14 19:31:48.800"
"2019/01/14 19:32:00.600" "2019/01/14 19:32:00.800"
"2019/01/14 19:32:12.600" "2019/01/14 19:32:12.800"
"2019/01/14 19:32:24.600" "2019/01/14 19:32:24.800"
"2019/01/14 19:32:36.600" "2019/01/14 19:32:36.800"
"2019/01/14 19:32:48.600" "2019/01/14 19:32:48.800"
"2019/01/14 19:33:00.600" "2019/01/14 19:33:00.800"
"2019/01/14 19:33:12.600" "2019/01/14 19:33:12.800"
"2019/01/14 19:33:55.000" "2019/01/14 19:33:55.200"
"2019/01/14 19:34:07.000" "2019/01/14 19:34:07.200"
"2019/01/14 19:34:19.000" "2019/01/14 19:34:19.200"
"2019/01/14 19:34:31.000" "2019/01/14 19:34:31.200"
"2019/01/14 19:34:43.000" "2019/01/14 19:34:43.200"
"2019/01/14 19:34:55.000" "2019/01/14 19:34:55.200"
"2019/01/14 19:35:07.000" "2019/01/14 19:35:07.200"
"2019/01/14 19:35:19.000" "2019/01/14 19:35:19.200"
"2019/01/14 19:35:31.000" "2019/01/14 19:35:31.200"
"2019/01/14 19:35:43.000" "2019/01/14 19:35:43.200"
"2019/01/14 19:35:55.000" "2019/01/14 19:35:55.200"
"2019/01/14 19:36:07.000" "2019/01/14 19:36:07.200"
"2019/01/14 19:36:19.000" "2019/01/14 19:36:19.200"
"2019/01/14 19:41:18.600" "2019/01/14 19:41:18.800"
"2019/01/14 19:41:30.600" "2019/01/14 19:41:30.800"
"2019/01/14 19:41:42.600" "2019/01/14 19:41:42.800"
"2019/01/14 19:41:54.600" "2019/01/14 19:41:54.800"
"2019/01/14 19:42:06.600" "2019/01/14 19:42:06.800"
"2019/01/14 19:42:18.600" "2019/01/14 19:42:18.800"
"2019/01/14 19:42:30.600" "2019/01/14 19:42:30.800"
"2019/01/14 19:42:42.600" "2019/01/14 19:42:42.800"
"2019/01/14 19:42:54.600" "2019/01/14 19:42:54.800"
"2019/01/14 19:43:06.600" "2019/01/14 19:43:06.800"
"2019/01/14 19:43:18.600" "2019/01/14 19:43:18.800"
"2019/01/14 19:43:30.600" "2019/01/14 19:43:30.800"
"2019/01/14 19:43:42.600" "2019/01/14 19:43:42.800"
"2019/01/14 19:44:25.000" "2019/01/14 19:44:25.200"
"2019/01/14 19:44:37.000" "2019/01/14 19:44:37.200"
"2019/01/14 19:44:49.000" "2019/01/14 19:44:49.200"
"2019/01/14 19:45:01.000" "2019/01/14 19:45:01.200"
"2019/01/14 19:45:13.000" "2019/01/14 19:45:13.200"
"2019/01/14 19:45:25.000" "2019/01/14 19:45:25.200"
"2019/01/14 19:45:37.000" "2019/01/14 19:45:37.200"
"2019/01/14 19:45:49.000" "2019/01/14 19:45:49.200"
"2019/01/14 19:46:01.000" "2019/01/14 19:46:01.200"
"2019/01/14 19:46:13.000" "2019/01/14 19:46:13.200"
"2019/01/14 19:46:25.000" "2019/01/14 19:46:25.200"
"2019/01/14 19:46:37.000" "2019/01/14 19:46:37.200"
"2019/01/14 19:46:49.000" "2019/01/14 19:46:49.200"
"2019/01/14 19:51:48.600" "2019/01/14 19:51:48.800"
"2019/01/14 19:52:00.600" "2019/01/14 19:52:00.800"
"2019/01/14 19:52:12.600" "2019/01/14 19:52:12.800"
"2019/01/14 19:52:24.600" "2019/01/14 19:52:24.800"
"2019/01/14 19:52:36.600" "2019/01/14 19:52:36.800"
"2019/01/14 19:52:48.600" "2019/01/14 19:52:48.800"
"2019/01/14 19:53:00.600" "2019/01/14 19:53:00.800"
"2019/01/14 19:53:12.600" "2019/01/14 19:53:12.800"
"2019/01/14 19:53:24.600" "2019/01/14 19:53:24.800"
"2019/01/14 19:53:36.600" "2019/01/14 19:53:36.800"
"2019/01/14 19:53:48.600" "2019/01/14 19:53:48.800"
"2019/01/14 19:54:00.600" "2019/01/14 19:54:00.800"
"2019/01/14 19:54:12.600" "2019/01/14 19:54:12.800"
"2019/01/14 19:54:55.000" "2019/01/14 19:54:55.200"
"2019/01/14 19:55:07.000" "2019/01/14 19:55:07.200"
"2019/01/14 19:55:19.000" "2019/01/14 19:55:19.200"
"2019/01/14 19:55:31.000" "2019/01/14 19:55:31.200"
"2019/01/14 19:55:43.000" "2019/01/14 19:55:43.200"
"2019/01/14 19:55:55.000" "2019/01/14 19:55:55.200"
"2019/01/14 19:56:07.000" "2019/01/14 19:56:07.200"
"2019/01/14 19:56:19.000" "2019/01/14 19:56:19.200"
"2019/01/14 19:56:31.000" "2019/01/14 19:56:31.200"
"2019/01/14 19:56:43.000" "2019/01/14 19:56:43.200"
"2019/01/14 19:56:55.000" "2019/01/14 19:56:55.200"
"2019/01/14 19:57:07.000" "2019/01/14 19:57:07.200"
"2019/01/14 19:57:19.000" "2019/01/14 19:57:19.200"
"2019/01/14 20:02:18.600" "2019/01/14 20:02:18.800"
"2019/01/14 20:02:30.600" "2019/01/14 20:02:30.800"
"2019/01/14 20:02:42.600" "2019/01/14 20:02:42.800"
"2019/01/14 20:02:54.600" "2019/01/14 20:02:54.800"
"2019/01/14 20:03:06.600" "2019/01/14 20:03:06.800"
"2019/01/14 20:03:18.600" "2019/01/14 20:03:18.800"
"2019/01/14 20:03:30.600" "2019/01/14 20:03:30.800"
"2019/01/14 20:03:42.600" "2019/01/14 20:03:42.800"
"2019/01/14 20:03:54.600" "2019/01/14 20:03:54.800"
"2019/01/14 20:04:06.600" "2019/01/14 20:04:06.800"
"2019/01/14 20:04:18.600" "2019/01/14 20:04:18.800"
"2019/01/14 20:04:30.600" "2019/01/14 20:04:30.800"
"2019/01/14 20:04:42.600" "2019/01/14 20:04:42.800"
"2019/01/14 20:05:26.000" "2019/01/14 20:05:26.200"
"2019/01/14 20:05:38.000" "2019/01/14 20:05:38.200"
"2019/01/14 20:05:50.000" "2019/01/14 20:05:50.200"
"2019/01/14 20:06:02.000" "2019/01/14 20:06:02.200"
"2019/01/14 20:06:14.000" "2019/01/14 20:06:14.200"
"2019/01/14 20:06:26.000" "2019/01/14 20:06:26.200"
"2019/01/14 20:06:38.000" "2019/01/14 20:06:38.200"
"2019/01/14 20:06:50.000" "2019/01/14 20:06:50.200"
"2019/01/14 20:07:02.000" "2019/01/14 20:07:02.200"
"2019/01/14 20:07:14.000" "2019/01/14 20:07:14.200"
"2019/01/14 20:07:26.000" "2019/01/14 20:07:26.200"
"2019/01/14 20:07:38.000" "2019/01/14 20:07:38.200"
"2019/01/14 20:07:50.000" "2019/01/14 20:07:50.200"
"2019/01/14 20:12:49.600" "2019/01/14 20:12:49.800"
"2019/01/14 20:13:01.600" "2019/01/14 20:13:01.800"
"2019/01/14 20:13:13.600" "2019/01/14 20:13:13.800"
"2019/01/14 20:13:25.600" "2019/01/14 20:13:25.800"
"2019/01/14 20:13:37.600" "2019/01/14 20:13:37.800"
"2019/01/14 20:13:49.600" "2019/01/14 20:13:49.800"
"2019/01/14 20:14:01.600" "2019/01/14 20:14:01.800"
"2019/01/14 20:14:13.600" "2019/01/14 20:14:13.800"
"2019/01/14 20:14:25.600" "2019/01/14 20:14:25.800"
"2019/01/14 20:14:37.600" "2019/01/14 20:14:37.800"
"2019/01/14 20:14:49.600" "2019/01/14 20:14:49.800"
"2019/01/14 20:15:01.600" "2019/01/14 20:15:01.800"
"2019/01/14 20:15:13.600" "2019/01/14 20:15:13.800"
"2019/01/14 20:15:57.000" "2019/01/14 20:15:57.200"
"2019/01/14 20:16:09.000" "2019/01/14 20:16:09.200"
"2019/01/14 20:16:21.000" "2019/01/14 20:16:21.200"
"2019/01/14 20:16:33.000" "2019/01/14 20:16:33.200"
"2019/01/14 20:16:45.000" "2019/01/14 20:16:45.200"
"2019/01/14 20:16:57.000" "2019/01/14 20:16:57.200"
"2019/01/14 20:17:09.000" "2019/01/14 20:17:09.200"
"2019/01/14 20:17:21.000" "2019/01/14 20:17:21.200"
"2019/01/14 20:17:33.000" "2019/01/14 20:17:33.200"
"2019/01/14 20:17:45.000" "2019/01/14 20:17:45.200"
"2019/01/14 20:17:57.000" "2019/01/14 20:17:57.200"
"2019/01/14 20:18:09.000" "2019/01/14 20:18:09.200"
"2019/01/14 20:18:21.000" "2019/01/14 20:18:21.200"
"2019/01/14 20:23:20.600" "2019/01/14 20:23:20.800"
"2019/01/14 20:23:32.600" "2019/01/14 20:23:32.800"
"2019/01/14 20:23:44.600" "2019/01/14 20:23:44.800"
"2019/01/14 20:23:56.600" "2019/01/14 20:23:56.800"
"2019/01/14 20:24:08.600" "2019/01/14 20:24:08.800"
"2019/01/14 20:24:20.600" "2019/01/14 20:24:20.800"
"2019/01/14 20:24:32.600" "2019/01/14 20:24:32.800"
"2019/01/14 20:24:44.600" "2019/01/14 20:24:44.800"
"2019/01/14 20:24:56.600" "2019/01/14 20:24:56.800"
"2019/01/14 20:25:08.600" "2019/01/14 20:25:08.800"
"2019/01/14 20:25:20.600" "2019/01/14 20:25:20.800"
"2019/01/14 20:25:32.600" "2019/01/14 20:25:32.800"
"2019/01/14 20:25:44.600" "2019/01/14 20:25:44.800"
"2019/01/14 20:26:28.000" "2019/01/14 20:26:28.200"
"2019/01/14 20:26:40.000" "2019/01/14 20:26:40.200"
"2019/01/14 20:26:52.000" "2019/01/14 20:26:52.200"
"2019/01/14 20:27:04.000" "2019/01/14 20:27:04.200"
"2019/01/14 20:27:16.000" "2019/01/14 20:27:16.200"
"2019/01/14 20:27:28.000" "2019/01/14 20:27:28.200"
"2019/01/14 20:27:40.000" "2019/01/14 20:27:40.200"
"2019/01/14 20:27:52.000" "2019/01/14 20:27:52.200"
"2019/01/14 20:28:04.000" "2019/01/14 20:28:04.200"
"2019/01/14 20:28:16.000" "2019/01/14 20:28:16.200"
"2019/01/14 20:28:28.000" "2019/01/14 20:28:28.200"
"2019/01/14 20:28:40.000" "2019/01/14 20:28:40.200"
"2019/01/14 20:28:52.000" "2019/01/14 20:28:52.200"
"2019/01/14 20:33:52.600" "2019/01/14 20:33:52.800"
"2019/01/14 20:34:04.600" "2019/01/14 20:34:04.800"
"2019/01/14 20:34:16.600" "2019/01/14 20:34:16.800"
"2019/01/14 20:34:28.600" "2019/01/14 20:34:28.800"
"2019/01/14 20:34:40.600" "2019/01/14 20:34:40.800"
"2019/01/14 20:34:52.600" "2019/01/14 20:34:52.800"
"2019/01/14 20:35:04.600" "2019/01/14 20:35:04.800"
"2019/01/14 20:35:16.600" "2019/01/14 20:35:16.800"
"2019/01/14 20:35:28.600" "2019/01/14 20:35:28.800"
"2019/01/14 20:35:40.600" "2019/01/14 20:35:40.800"
"2019/01/14 20:35:52.600" "2019/01/14 20:35:52.800"
"2019/01/14 20:36:04.600" "2019/01/14 20:36:04.800"
"2019/01/14 20:36:16.600" "2019/01/14 20:36:16.800"
"2019/01/14 20:37:00.000" "2019/01/14 20:37:00.200"
"2019/01/14 20:37:12.000" "2019/01/14 20:37:12.200"
"2019/01/14 20:37:24.000" "2019/01/14 20:37:24.200"
"2019/01/14 20:37:36.000" "2019/01/14 20:37:36.200"
"2019/01/14 20:37:48.000" "2019/01/14 20:37:48.200"
"2019/01/14 20:38:00.000" "2019/01/14 20:38:00.200"
"2019/01/14 20:38:12.000" "2019/01/14 20:38:12.200"
"2019/01/14 20:38:24.000" "2019/01/14 20:38:24.200"
"2019/01/14 20:38:36.000" "2019/01/14 20:38:36.200"
"2019/01/14 20:38:48.000" "2019/01/14 20:38:48.200"
"2019/01/14 20:39:00.000" "2019/01/14 20:39:00.200"
"2019/01/14 20:39:12.000" "2019/01/14 20:39:12.200"
"2019/01/14 20:39:24.000" "2019/01/14 20:39:24.200"
"2019/01/14 20:44:24.600" "2019/01/14 20:44:24.800"
"2019/01/14 20:44:36.600" "2019/01/14 20:44:36.800"
"2019/01/14 20:44:48.600" "2019/01/14 20:44:48.800"
"2019/01/14 20:45:00.600" "2019/01/14 20:45:00.800"
"2019/01/14 20:45:12.600" "2019/01/14 20:45:12.800"
"2019/01/14 20:45:24.600" "2019/01/14 20:45:24.800"
"2019/01/14 20:45:36.600" "2019/01/14 20:45:36.800"
"2019/01/14 20:45:48.600" "2019/01/14 20:45:48.800"
"2019/01/14 20:46:00.600" "2019/01/14 20:46:00.800"
"2019/01/14 20:46:12.600" "2019/01/14 20:46:12.800"
"2019/01/14 20:46:24.600" "2019/01/14 20:46:24.800"
"2019/01/14 20:46:36.600" "2019/01/14 20:46:36.800"
"2019/01/14 20:46:48.600" "2019/01/14 20:46:48.800"
"2019/01/14 20:47:32.000" "2019/01/14 20:47:32.200"
"2019/01/14 20:47:44.000" "2019/01/14 20:47:44.200"
"2019/01/14 20:47:56.000" "2019/01/14 20:47:56.200"
"2019/01/14 20:48:08.000" "2019/01/14 20:48:08.200"
"2019/01/14 20:48:20.000" "2019/01/14 20:48:20.200"
"2019/01/14 20:48:32.000" "2019/01/14 20:48:32.200"
"2019/01/14 20:48:44.000" "2019/01/14 20:48:44.200"
"2019/01/14 20:48:56.000" "2019/01/14 20:48:56.200"
"2019/01/14 20:49:08.000" "2019/01/14 20:49:08.200"
"2019/01/14 20:49:20.000" "2019/01/14 20:49:20.200"
"2019/01/14 20:49:32.000" "2019/01/14 20:49:32.200"
"2019/01/14 20:49:44.000" "2019/01/14 20:49:44.200"
"2019/01/14 20:49:56.000" "2019/01/14 20:49:56.200"
"2019/01/14 20:54:56.600" "2019/01/14 20:54:56.800"
"2019/01/14 20:55:08.600" "2019/01/14 20:55:08.800"
"2019/01/14 20:55:20.600" "2019/01/14 20:55:20.800"
"2019/01/14 20:55:32.600" "2019/01/14 20:55:32.800"
"2019/01/14 20:55:44.600" "2019/01/14 20:55:44.800"
"2019/01/14 20:55:56.600" "2019/01/14 20:55:56.800"
"2019/01/14 20:56:08.600" "2019/01/14 20:56:08.800"
"2019/01/14 20:56:20.600" "2019/01/14 20:56:20.800"
"2019/01/14 20:56:32.600" "2019/01/14 20:56:32.800"
"2019/01/14 20:56:44.600" "2019/01/14 20:56:44.800"
"2019/01/14 20:56:56.600" "2019/01/14 20:56:56.800"
"2019/01/14 20:57:08.600" "2019/01/14 20:57:08.800"
"2019/01/14 20:57:20.600" "2019/01/14 20:57:20.800"
"2019/01/14 20:58:04.000" "2019/01/14 20:58:04.200"
"2019/01/14 20:58:16.000" "2019/01/14 20:58:16.200"
"2019/01/14 20:58:28.000" "2019/01/14 20:58:28.200"
"2019/01/14 20:58:40.000" "2019/01/14 20:58:40.200"
"2019/01/14 20:58:52.000" "2019/01/14 20:58:52.200"
"2019/01/14 20:59:04.000" "2019/01/14 20:59:04.200"
"2019/01/14 20:59:16.000" "2019/01/14 20:59:16.200"
"2019/01/14 20:59:28.000" "2019/01/14 20:59:28.200"
"2019/01/14 20:59:40.000" "2019/01/14 20:59:40.200"
"2019/01/14 20:59:52.000" "2019/01/14 20:59:52.200"
"2019/01/14 21:00:04.000" "2019/01/14 21:00:04.200"
"2019/01/14 21:00:16.000" "2019/01/14 21:00:16.200"
"2019/01/14 21:00:28.000" "2019/01/14 21:00:28.200"
"2019/01/14 21:05:28.600" "2019/01/14 21:05:28.800"
"2019/01/14 21:05:40.600" "2019/01/14 21:05:40.800"
"2019/01/14 21:05:52.600" "2019/01/14 21:05:52.800"
"2019/01/14 21:06:04.600" "2019/01/14 21:06:04.800"
"2019/01/14 21:06:16.600" "2019/01/14 21:06:16.800"
"2019/01/14 21:06:28.600" "2019/01/14 21:06:28.800"
"2019/01/14 21:06:40.600" "2019/01/14 21:06:40.800"
"2019/01/14 21:06:52.600" "2019/01/14 21:06:52.800"
"2019/01/14 21:07:04.600" "2019/01/14 21:07:04.800"
"2019/01/14 21:07:16.600" "2019/01/14 21:07:16.800"
"2019/01/14 21:07:28.600" "2019/01/14 21:07:28.800"
"2019/01/14 21:07:40.600" "2019/01/14 21:07:40.800"
"2019/01/14 21:07:52.600" "2019/01/14 21:07:52.800"
"2019/01/14 21:08:36.000" "2019/01/14 21:08:36.200"
"2019/01/14 21:08:48.000" "2019/01/14 21:08:48.200"
"2019/01/14 21:09:00.000" "2019/01/14 21:09:00.200"
"2019/01/14 21:09:12.000" "2019/01/14 21:09:12.200"
"2019/01/14 21:09:24.000" "2019/01/14 21:09:24.200"
"2019/01/14 21:09:36.000" "2019/01/14 21:09:36.200"
"2019/01/14 21:09:48.000" "2019/01/14 21:09:48.200"
"2019/01/14 21:10:00.000" "2019/01/14 21:10:00.200"
"2019/01/14 21:10:12.000" "2019/01/14 21:10:12.200"
"2019/01/14 21:10:24.000" "2019/01/14 21:10:24.200"
"2019/01/14 21:10:36.000" "2019/01/14 21:10:36.200"
"2019/01/14 21:10:48.000" "2019/01/14 21:10:48.200"
"2019/01/14 21:11:00.000" "2019/01/14 21:11:00.200"
"2019/01/14 21:16:00.600" "2019/01/14 21:16:00.800"
"2019/01/14 21:16:12.600" "2019/01/14 21:16:12.800"
"2019/01/14 21:16:24.600" "2019/01/14 21:16:24.800"
"2019/01/14 21:16:36.600" "2019/01/14 21:16:36.800"
"2019/01/14 21:16:48.600" "2019/01/14 21:16:48.800"
"2019/01/14 21:17:00.600" "2019/01/14 21:17:00.800"
"2019/01/14 21:17:12.600" "2019/01/14 21:17:12.800"
"2019/01/14 21:17:24.600" "2019/01/14 21:17:24.800"
"2019/01/14 21:17:36.600" "2019/01/14 21:17:36.800"
"2019/01/14 21:17:48.600" "2019/01/14 21:17:48.800"
"2019/01/14 21:18:00.600" "2019/01/14 21:18:00.800"
"2019/01/14 21:18:12.600" "2019/01/14 21:18:12.800"
"2019/01/14 21:18:24.600" "2019/01/14 21:18:24.800"
"2019/01/14 21:19:08.000" "2019/01/14 21:19:08.200"
"2019/01/14 21:19:20.000" "2019/01/14 21:19:20.200"
"2019/01/14 21:19:32.000" "2019/01/14 21:19:32.200"
